"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Interoperability challenges for the industrial cyber-physical systems","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","734","736","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390798","","","","","","","","","","","","IEEE","IEEE Conferences"
"Towards human-machine cooperation in industrial socio-cyber-physical systems","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","552","554","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390765","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390765","","","","","","","","","","","","IEEE","IEEE Conferences"
"Applications","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","336","338","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387681","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387681","","","","","","","","","","","","IEEE","IEEE Conferences"
"Recent advances of industrial AI and CPS with industrial applications","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","643","644","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390781","","","","","","","","","","","","IEEE","IEEE Conferences"
"[Front cover]","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","1","4","The following topics are dealt with: production engineering computing; cyber-physical systems; Internet of Things; cloud computing; manufacturing systems; control engineering computing; learning (artificial intelligence); security of data; mobile robots; fault diagnosis.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387625","","","cloud computing;cyber-physical systems;Internet of Things;manufacturing systems;production engineering computing","production engineering computing;cloud computing;manufacturing systems;control engineering computing;learning (artificial intelligence);security of data;mobile robots;fault diagnosis;IoT;Internet of Things;industrial cyber-physical systems;Industry 4.0;cyber-physical systems","","","","","","","","IEEE","IEEE Conferences"
"Technical program reviewers","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","7","8","The conference offers a note of thanks and lists its reviewers.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387627","","","","","","","","","","","","IEEE","IEEE Conferences"
"Architectures","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","11","12","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387629","","","","","","","","","","","","IEEE","IEEE Conferences"
"Bringing cyber-physical systems into industrial practice","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","517","518","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390758","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390758","","","","","","","","","","","","IEEE","IEEE Conferences"
"Technologies","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","57","58","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387637","","","","","","","","","","","","IEEE","IEEE Conferences"
"Security for industrial cyber-physical systems","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","780","782","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390806","","","","","","","","","","","","IEEE","IEEE Conferences"
"Innovative computational intelligence knowledge-based solutions for zero defect scenarios on industrial cyber-physical systems","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","627","628","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390778","","","","","","","","","","","","IEEE","IEEE Conferences"
"Engineering","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","223","224","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387663","","","","","","","","","","","","IEEE","IEEE Conferences"
